Source,Target,Conn
EPHA7,ZFYVE16,0.27
EPHA7,ZFYVE9,0.27
EPHA7,ZNF267,0.37
EPHA8,AAAS,0.27
EPHA8,ACBD3,0.27
EPHA8,ACOT2,0.27
EPHA8,AIP,0.27
EPHA8,ALDH3A2,0.27
EPHA8,ALDOC,0.35
EPHA8,ANKLE2,0.27
EPHA8,APMAP,0.27
EPHA8,ARCN1,0.27
EPHA8,ARF4,0.27
EPHA8,ARFGAP2,0.27
EPHA8,ARFGAP3,0.27
EPHA8,BANF1,0.35
EPHA8,BMP1,0.35
EPHA8,C9ORF72,0.27
EPHA8,CANX,0.42
EPHA8,CDC37,0.42
EPHA8,CDK5RAP3,0.27
EPHA8,CDKAL1,0.27
EPHA8,CKAP4,0.27
EPHA8,CLCC1,0.27
EPHA8,COPA,0.27
EPHA8,COPB1,0.27
EPHA8,COPB2,0.27
EPHA8,COPE,0.27
EPHA8,COPG1,0.27
EPHA8,COPG2,0.27
EPHA8,COPZ1,0.35
EPHA8,CRKL,0.27
EPHA8,CTNNB1,0.27
EPHA8,DARS2,0.37
EPHA8,DDOST,0.27
EPHA8,DDRGK1,0.27
EPHA8,DNAJB11,0.35
EPHA8,EBAG9,0.27
EPHA8,EFNA5,0.61
EPHA8,EMC1,0.27
EPHA8,EMD,0.42
EPHA8,ENDOG,0.53
EPHA8,ENTR1,0.27
EPHA8,EPHA2,0.27
EPHA8,ESYT1,0.27
EPHA8,FAM135A,0.27
EPHA8,FTSJ1,0.27
EPHA8,G3BP1,0.37
EPHA8,GORASP2,0.27
EPHA8,GRAMD1A,0.27
EPHA8,GRB2,0.27
EPHA8,HACD3,0.27
EPHA8,HAL,0.35
EPHA8,HGS,0.27
EPHA8,HSPA4L,0.27
EPHA8,HSPA5,0.57
EPHA8,HSPH1,0.27
EPHA8,HYOU1,0.42
EPHA8,JPH1,0.27
EPHA8,LAMB2,0.35
EPHA8,LEMD3,0.27
EPHA8,LGALS3BP,0.35
EPHA8,LMAN1,0.27
EPHA8,LRRC49,0.27
EPHA8,LRRC59,0.35
EPHA8,LRRK1,0.44
EPHA8,LSG1,0.27
EPHA8,MIA3,0.27
EPHA8,MON2,0.35
EPHA8,MRPS18B,0.27
EPHA8,MTDH,0.27
EPHA8,MTHFR,0.27
EPHA8,NCK2,0.27
EPHA8,NDC1,0.27
EPHA8,NDUFA4,0.35
EPHA8,NISCH,0.27
EPHA8,NSF,0.27
EPHA8,NTPCR,0.35
EPHA8,NUDCD3,0.27
EPHA8,NUDT19,0.27
EPHA8,NUP155,0.27
EPHA8,OSBPL2,0.27
EPHA8,OSBPL8,0.27
EPHA8,P62158,0.35
EPHA8,PDIA4,0.42
EPHA8,PDZD8,0.27
EPHA8,PEBP1,0.35
EPHA8,PFKL,0.35
EPHA8,PFKP,0.35
EPHA8,PGRMC2,0.27
EPHA8,PIK3R1,0.27
EPHA8,PIK3R2,0.27
EPHA8,PKM,0.44
EPHA8,PPP1R15B,0.27
EPHA8,PRKCSH,0.35
EPHA8,PSMC5,0.37
EPHA8,PTPN1,0.27
EPHA8,PYCR2,0.27
EPHA8,RAB11A,0.35
EPHA8,RAB3GAP2,0.27
EPHA8,RAB7A,0.35
EPHA8,RABL3,0.27
EPHA8,RPN2,0.27
EPHA8,SCFD1,0.27
EPHA8,SEC13,0.27
EPHA8,SEC16A,0.27
EPHA8,SEC23A,0.27
EPHA8,SEC23B,0.27
EPHA8,SEC23IP,0.27
EPHA8,SEC24A,0.27
EPHA8,SEC24B,0.27
EPHA8,SEC31A,0.27
EPHA8,SMCR8,0.27
EPHA8,SMPD4,0.27
EPHA8,SRPRA,0.27
EPHA8,STAM,0.27
EPHA8,STAM2,0.27
EPHA8,STIM1,0.27
EPHA8,STX5,0.27
EPHA8,SYAP1,0.27
EPHA8,TACC1,0.27
EPHA8,TBK1,0.27
EPHA8,TFG,0.27
EPHA8,TMED10,0.35
EPHA8,TNFRSF6B,0.35
EPHA8,TOR1AIP1,0.27
EPHA8,TRIM13,0.27
EPHA8,TRMT2A,0.35
EPHA8,TYMP,0.35
EPHA8,UBIAD1,0.27
EPHA8,UCHL1,0.35
EPHA8,UNC5B,0.27
EPHA8,USO1,0.27
EPHA8,VAPA,0.27
EPHA8,VAPB,0.27
EPHA8,VEZT,0.27
EPHA8,VRK2,0.27
EPHA8,WDR41,0.27
EPHA8,WDR6,0.27
EPHA8,XPO5,0.35
EPHA8,YKT6,0.27
EPHA8,YTHDF1,0.35
EPHA8,YTHDF3,0.35
EPHA8,ZNF746,0.37
EPHB1,BRAF,0.27
EPHB1,EGFR,0.27
EPHB1,GRB10,0.5
EPHB1,GRB2,0.5
EPHB1,GRB7,0.51
EPHB1,HSP90AB1,0.4
EPHB1,PTEN,0.27
EPHB1,SMARCA4,0.27
EPHB1,SPOP,0.27
EPHB1,TP53,0.27
EPHB2,ABI1,0.27
EPHB2,ABL2,0.27
EPHB2,ACBD3,0.27
EPHB2,ACOT2,0.27
EPHB2,ADD2,0.27
EPHB2,AHCYL1,0.27
EPHB2,ANK2,0.27
EPHB2,ANK3,0.27
EPHB2,ARHGAP32,0.27
EPHB2,BAIAP2,0.27
EPHB2,BAIAP2L1,0.27
EPHB2,BANF1,0.35
EPHB2,BRK1,0.27
EPHB2,CASKIN2,0.27
EPHB2,CDC37,0.42
EPHB2,CDCA3,0.27
EPHB2,CLN6,0.56
EPHB2,COMT,0.56
EPHB2,COPE,0.27
EPHB2,CTNNB1,0.27
EPHB2,CYFIP1,0.27
EPHB2,CYFIP2,0.27
EPHB2,DIP2A,0.27
EPHB2,DIP2B,0.27
EPHB2,DNAH10,0.35
EPHB2,EFNB2,0.64
EPHB2,EHBP1,0.27
EPHB2,EIF2S1,0.27
EPHB2,EPHA2,0.48
EPHB2,EPHA4,0.54
EPHB2,EPHB1,0.35
EPHB2,EPHB3,0.35
EPHB2,EPS8,0.27
EPHB2,FAM171A1,0.27
EPHB2,FANCI,0.35
EPHB2,FBXO45,0.53
EPHB2,FCHO2,0.27
EPHB2,FERMT2,0.27
EPHB2,GAB1,0.27
EPHB2,GOPC,0.27
EPHB2,GORASP2,0.27
EPHB2,GPRIN1,0.27
EPHB2,GPRIN3,0.27
EPHB2,GRB2,0.27
EPHB2,HACD3,0.35
EPHB2,HADHA,0.35
EPHB2,HGS,0.27
EPHB2,HSPA5,0.35
EPHB2,HYOU1,0.27
EPHB2,JPH3,0.56
EPHB2,JUP,0.27
EPHB2,LIN7C,0.27
EPHB2,LPCAT1,0.35
EPHB2,LRBA,0.27
EPHB2,LSR,0.27
EPHB2,MAP4K4,0.27
EPHB2,MAPK14,0.27
EPHB2,MARK3,0.27
EPHB2,MB21D2,0.27
EPHB2,MDN1,0.35
EPHB2,MSN,0.27
EPHB2,MYCBP2,0.53
EPHB2,NCKAP1,0.27
EPHB2,NF2,0.27
EPHB2,NIBAN2,0.27
EPHB2,NISCH,0.27
EPHB2,NOTCH2,0.27
EPHB2,NSUN2,0.27
EPHB2,NTPCR,0.35
EPHB2,NUDT19,0.27
EPHB2,NUMB,0.27
EPHB2,NUP153,0.54
EPHB2,OCLN,0.27
EPHB2,P4HA1,0.27
EPHB2,P62158,0.35
EPHB2,PACSIN2,0.27
EPHB2,PDIA4,0.27
EPHB2,PDZD11,0.27
EPHB2,PEAK1,0.27
EPHB2,PHACTR4,0.27
EPHB2,PHYH,0.56
EPHB2,PI4KA,0.27
EPHB2,PIK3R1,0.27
EPHB2,PIK3R2,0.27
EPHB2,PLEKHA1,0.27
EPHB2,PLEKHA5,0.27
EPHB2,POLDIP3,0.35
EPHB2,PPP1R13B,0.27
EPHB2,PRKDC,0.42
EPHB2,PTP4A2,1.0
EPHB2,PTPN13,0.27
EPHB2,RAB11FIP5,0.27
EPHB2,RAE1,0.35
EPHB2,RAPH1,0.27
EPHB2,RBL1,1.0
EPHB2,RDX,0.27
EPHB2,ROCK1,0.27
EPHB2,RPS29,0.35
EPHB2,SCAMP1,0.27
EPHB2,SCRIB,0.27
EPHB2,SEC23A,0.27
EPHB2,SEC23B,0.27
EPHB2,SEC24A,0.27
EPHB2,SEC24B,0.27
EPHB2,SEPTIN10,0.27
EPHB2,SEPTIN3,0.27
EPHB2,SEPTIN6,0.27
EPHB2,SEPTIN8,0.27
EPHB2,SEPTIN9,0.27
EPHB2,SH3KBP1,0.27
EPHB2,SLC1A3,0.35
EPHB2,SLC39A7,0.35
EPHB2,SNAP29,0.27
EPHB2,SPRED1,0.56
EPHB2,SRGAP2,0.27
EPHB2,STIM1,0.27
EPHB2,TARDBP,0.56
EPHB2,TBC1D10B,0.27
EPHB2,TFAM,0.35
EPHB2,TM9SF3,0.35
EPHB2,TNIK,0.27
EPHB2,TRMT2A,0.35
EPHB2,UACA,0.27
EPHB2,UNC5B,0.27
EPHB2,USP6NL,0.27
EPHB2,VAMP3,0.27
EPHB2,WASF1,0.27
EPHB2,WASF2,0.27
EPHB2,YKT6,0.27
EPHB2,ZDHHC6,0.35
EPHB2,ZFYVE16,0.27
EPHB2,ZNF146,0.35
EPHB3,AFDN,0.37
EPHB3,GBE1,0.37
EPHB3,HPCAL1,0.730968780983
EPHB3,HSF2BP,0.877586632011
EPHB3,PKM,0.44
EPHB4,ABL2,0.27
EPHB4,CCDC137,0.27
EPHB4,CCDC59,0.27
EPHB4,CDC37,0.42
EPHB4,CHTOP,0.27
EPHB4,CKAP4,0.27
EPHB4,DDX54,0.27
EPHB4,DHX37,0.27
EPHB4,EFNB2,0.83
EPHB4,EPHA3,0.35
EPHB4,EPHA6,0.5
EPHB4,EPHB1,0.35
EPHB4,EPO,0.54
EPHB4,H1-2,0.4
EPHB4,KMT2A,0.27
EPHB4,KRI1,0.27
EPHB4,LIG3,0.27
EPHB4,MAGT1,0.35
EPHB4,PKM,0.44
EPHB4,PWP1,0.27
EPHB4,RBM28,0.27
EPHB4,REPIN1,0.27
EPHB4,RPL29,0.35
EPHB4,SEL1L2,0.27
EPHB4,STAT2,0.42
EPHB4,USP25,0.27
EPHB4,VDAC3,0.35
EPHB4,WDR76,0.27
EPHB6,AATK,0.27
EPHB6,ACBD3,0.27
EPHB6,AFDN,0.37
EPHB6,AGR2,0.56
EPHB6,AIP,0.27
EPHB6,ARCN1,0.27
EPHB6,ARF4,0.27
EPHB6,ASB12,0.704757757369
EPHB6,ATP5F1C,0.35
EPHB6,ATP5PO,0.35
EPHB6,BLZF1,0.56
EPHB6,CADM4,0.35
EPHB6,CDC37,0.42
EPHB6,CDCA3,0.27
EPHB6,CPT2,0.35
EPHB6,DDIT4L,0.79439346362
EPHB6,DNAJB11,0.27
EPHB6,FKBP5,0.57
EPHB6,FLOT2,0.27
EPHB6,GAPDHS,0.35
EPHB6,GLUD1,0.35
EPHB6,GOPC,0.27
EPHB6,GORASP2,0.27
EPHB6,HSP90AA1,0.42
EPHB6,HSP90AB1,0.6
EPHB6,IKZF3,0.56
EPHB6,INCA1,0.885943100881
EPHB6,KLHDC7B,0.35
EPHB6,LANCL1,0.35
EPHB6,LSR,0.27
EPHB6,MID1,0.27
EPHB6,MSX2,0.775894697981
EPHB6,MTARC1,0.719683808295
EPHB6,NCK1,0.27
EPHB6,NDUFA4,0.35
EPHB6,NOTCH2NLA,0.56
EPHB6,NTPCR,0.35
EPHB6,ODAD3,0.27
EPHB6,P62158,0.27
EPHB6,PABPC5,0.35
EPHB6,PDIA4,0.27
EPHB6,PGRMC1,0.35
EPHB6,PIK3R1,0.27
EPHB6,PKP2,0.27
EPHB6,PLEKHA1,0.27
EPHB6,PLEKHA5,0.27
EPHB6,POU6F2,0.859131464129
EPHB6,PRMT5,0.886407241555
EPHB6,RAB11FIP1,0.27
EPHB6,RAB21,0.27
EPHB6,RABAC1,0.35
EPHB6,REL,0.91191083719
EPHB6,S100A8,0.27
EPHB6,SEC23B,0.27
EPHB6,SEC24A,0.27
EPHB6,SEPTIN8,0.27
EPHB6,SH3KBP1,0.27
EPHB6,TCF12,0.56
EPHB6,TCF4,0.862419549589
EPHB6,TEKT5,0.695188868227
EPHB6,TRIB3,0.695952412679
EPHB6,TRIM39,0.898102727694
EPHB6,UBR4,0.35
EPHB6,UNC5B,0.27
EPHB6,USP6NL,0.27
EPHB6,WDR6,0.27
EPHX1,ABAT,0.35
EPHX1,BDNF,0.56
EPHX1,CFTR,0.52
EPHX1,MFSD8,0.64
EPHX1,RAB34,0.35
EPHX2,MVP,0.37
EPHX4,CCN2,0.35
EPHX4,CDSN,0.35
EPHX4,GOLPH3,0.35
EPHX4,KCNAB1,0.35
EPHX4,KCNAB2,0.35
EPHX4,KLK7,0.35
EPHX4,LNPEP,0.35
EPHX4,RBM6,0.35
EPHX4,RNASE7,0.35
EPHX4,SBSN,0.35
EPHX4,SERPINA12,0.35
EPHX4,SERPINB7,0.35
EPHX4,TMEM14B,0.628390174034
EPM2A,EPM2A,0.37
EPM2A,GYS1,0.35
EPM2A,NHLRC1,0.79
EPM2A,PPP1R3C,0.57
EPM2A,SH3GLB1,0.56
EPM2A,UBA1,0.4
EPM2AIP1,ACTN1,0.88662646084
EPM2AIP1,APPL2,0.876007394688
EPM2AIP1,C1ORF50,0.56
EPM2AIP1,CCNB1IP1,0.67
EPM2AIP1,CNTROB,0.853580354872
EPM2AIP1,CPSF7,0.56
EPM2AIP1,DHX40,0.35
EPM2AIP1,DTX3,0.799421726117
EPM2AIP1,EPM2AIP1,0.913203400581
EPM2AIP1,FHL3,0.56
EPM2AIP1,GFAP,0.85814629427
EPM2AIP1,HSF2BP,0.896942928009
EPM2AIP1,KCTD9,0.86331792199
EPM2AIP1,KRT16,0.881589195647
EPM2AIP1,KRT75,0.90213385519
EPM2AIP1,LDB2,0.82586960891
EPM2AIP1,LIN52,0.56
EPM2AIP1,LNX1,0.56
EPM2AIP1,MEOX2,0.903641774317
EPM2AIP1,NOC4L,0.56
EPM2AIP1,OTUD7B,0.792475743987
EPM2AIP1,PICK1,0.911113718596
EPM2AIP1,PRTFDC1,0.871902305817
EPM2AIP1,PSMA7,0.56
EPM2AIP1,RBMY1J,0.866319259608
EPM2AIP1,REL,0.56
EPM2AIP1,TFIP11,0.878426324018
EPM2AIP1,TNKS,0.823551268027
EPM2AIP1,TRA2B,0.871902305817
EPM2AIP1,TRIM50,0.789156509546
EPM2AIP1,TRIM54,0.903287979678
EPM2AIP1,USP54,0.892997931288
EPM2AIP1,VPS52,0.905116163493
EPM2AIP1,ZBTB14,0.887192619439
EPM2AIP1,ZIM2,0.927748546918
EPM2AIP1,ZNF620,0.56
EPM2AIP1,ZSCAN18,0.887192619439
EPN1,DAZAP2,0.56
EPN1,ENTREP1,0.58
EPN1,EPS15,0.62
EPN1,H1-10,0.35
EPN1,H2AC19,0.35
EPN1,H2AZ1,0.35
EPN1,H2BC15,0.35
EPN1,H4C9,0.35
EPN1,ITCH,0.27
EPN1,MAP4,0.35
EPN1,PARP1,0.35
EPN1,PHGDH,0.71
EPN1,PLEKHB2,0.56
EPN1,REPS2,0.61
EPN1,RNF11,0.37
EPN1,RPS27A,0.35
EPN1,SART1,0.35
EPN2,ARRDC1,0.56
EPN2,ARRDC2,0.56
EPN2,ARRDC3,0.56
EPN2,ATXN1,0.56
EPN2,CDIP1,0.56
EPN2,DAZAP2,0.56
EPN2,EIF3E,0.56
EPN2,ENTREP1,0.37
EPN2,FAIM2,0.56
EPN2,FAM168A,0.56
EPN2,FANCM,0.56
EPN2,H1-10,0.35
EPN2,H2AC19,0.35
EPN2,LITAF,0.56
EPN2,MID2,0.56
EPN2,MLANA,0.56
EPN2,NSD2,0.35
EPN2,PARP1,0.35
EPN2,PIP4P1,0.56
EPN2,PLEKHB2,0.56
EPN2,PMEPA1,0.56
EPN2,PRKAA2,0.56
EPN2,RAD50,0.35
EPN2,RPS27A,0.35
EPN2,SMAD1,0.56
EPN2,SMARCA1,0.35
EPN2,SPART,0.56
EPN2,SYNGAP1,0.5
EPN2,THOP1,0.56
EPN2,TRIM23,0.56
EPN2,TRIM26,0.56
EPN2,TRIM62,0.56
EPN2,TXLNA,0.56
EPN2,UBA52,0.56
EPN2,UBC,0.56
EPN2,WBP1,0.56
EPN2,WBP1L,0.56
EPN2,WBP2,0.56
EPN3,ARIH1,0.35
EPN3,BTBD1,0.35
EPN3,BTBD9,0.35
EPN3,CASP2,0.35
EPN3,CTSD,0.56
EPN3,DAZAP2,0.56
EPN3,EPN1,0.35
EPN3,EPN2,0.35
EPN3,FAM168A,0.56
EPN3,FEM1B,0.35
EPN3,HSP90B1,0.4
EPN3,KCTD10,0.35
EPN3,KCTD3,0.35
EPN3,LAPTM5,0.37
EPN3,LITAF,0.56
EPN3,MIB1,0.35
EPN3,MID1,0.56
EPN3,MID2,0.35
EPN3,NTAQ1,0.56
EPN3,PHGDH,0.35
EPN3,RNF11,0.56
EPN3,RNF8,0.56
EPN3,RPS27A,0.56
EPN3,SHKBP1,0.35
EPN3,SMURF1,0.35
EPN3,TNFAIP1,0.35
EPN3,TNKS,0.35
EPN3,TNKS2,0.35
EPN3,TPD52L1,0.35
EPN3,TRIM26,0.56
EPN3,UBB,0.35
EPN3,UBR1,0.35
EPN3,VPS39,0.35
EPN3,WFS1,0.56
EPN3,YJU2B,0.35
EPN3,ZFTRAF1,0.35
EPO,B4GALT5,0.35
EPO,B4GALT6,0.35
EPO,CFTR,0.37
EPO,EP300,0.37
EPO,EPHB4,0.54
EPO,EPOR,0.61
EPO,GINM1,0.35
EPO,KIAA0319L,0.35
EPO,MAN1A1,0.5
EPO,PTPRS,0.35
EPOP,CCT8,0.35
EPOP,CHD3,0.35
EPOP,CUL3,0.35
EPOP,EED,0.53
EPOP,ELOB,0.35
EPOP,ELOC,0.35
EPOP,EZH1,0.53
EPOP,EZH2,0.73
EPOP,HAT1,0.35
EPOP,HDAC2,0.35
EPOP,KLHL15,0.35
EPOP,MTF2,0.35
EPOP,PCBP1,0.35
EPOP,PHF1,0.53
EPOP,PHF19,0.53
EPOP,RBBP4,0.35
EPOP,RBBP7,0.53
EPOP,SUZ12,0.64
EPOP,TUBA1C,0.35
EPOR,ATXN2L,0.4
EPOR,CISH,0.37
EPOR,EPO,0.61
EPOR,EPOR,0.57
EPOR,INPP5D,0.55
EPOR,PLCG2,0.37
EPOR,PTPN6,0.8
EPOR,SOCS2,0.37
EPPIN,ADAM9,0.35
EPPIN,HSPA5,0.35
EPPIN,UMPS,0.53
EPPK1,MYC,1.0
EPPK1,TNFRSF1B,0.4
EPR-1,F2RL1,0.4
EPRS1,EPRS1,0.56
EPRS1,H2BC21,0.4
EPRS1,H3-4,0.4
EPRS1,HSP90AA1,0.54
EPRS1,IARS1,0.88
EPRS1,IKBKE,1.0
EPRS1,KARS1,0.72
EPRS1,MCC,0.468
EPRS1,NCAPD3,0.5
EPRS1,NPM1,0.4
EPRS1,PDCD11,0.4
EPRS1,RARS1,0.66
EPRS1,RPL13A,0.4
EPRS1,SYNCRIP,0.64
EPRS1,TAB1,0.37
EPS15,AP1B1,0.53
EPS15,AP2A1,0.53
EPS15,AP2A2,0.53
EPS15,AP2B1,0.64
EPS15,AP2M1,0.73
EPS15,AP2S1,0.79
EPS15,BMP2K,0.35
EPS15,CDC40,0.44
EPS15,CRK,0.64
EPS15,DLGAP5,0.44
EPS15,DRAM1,0.44
EPS15,EPN1,0.62
EPS15,EPS15,0.64
EPS15,EPS15L1,0.53
EPS15,FCHO2,0.7
EPS15,GRB2,0.4
EPS15,ITSN1,0.56
EPS15,KPNB1,0.4
EPS15,KRT33A,0.35
EPS15,KRT36,0.35
EPS15,LMTK3,0.44
EPS15,MCCC2,0.35
EPS15,MLLT10,0.44
EPS15,MLLT6,0.44
EPS15,NCK1,0.4
EPS15,NECAP2,0.53
EPS15,NUMB,0.75
EPS15,PICALM,0.59
EPS15,PTPN1,0.44
EPS15,PTPN13,0.44
EPS15,SH3BP4,0.61
EPS15,SPATA31E1,0.44
EPS15,STON2,0.84
EPS15,SYT1,0.27
EPS15,TMEM114,0.44
EPS15,TRAF2,0.35
EPS15,UBQLN1,0.56
EPS15,UBQLN3,0.44
EPS15,WEE1,0.44
EPS15L1,AP1B1,0.35
EPS15L1,AP2A1,0.35
EPS15L1,AP2A2,0.35
EPS15L1,AP2B1,0.53
EPS15L1,AP2M1,0.53
EPS15L1,AP2S1,0.73
EPS15L1,CAVIN3,0.5
EPS15L1,CEP63,0.35
EPS15L1,CROCC,0.35
EPS15L1,EPS15,0.53
EPS15L1,FCHO2,0.35
EPS15L1,GNG5,0.56
EPS15L1,HLA-DRB5,0.35
EPS15L1,HSPA5,0.4
EPS15L1,HYOU1,0.4
EPS15L1,IQGAP3,0.4
EPS15L1,ITSN1,0.74
EPS15L1,ITSN2,0.56
EPS15L1,KIFC1,0.35
EPS15L1,NDC80,0.53
EPS15L1,RNF40,0.35
EPS15L1,STON2,0.59
EPS15L1,TP53BP2,0.35
EPS15L1,TRAPPC2,0.56
EPS8,AIMP2,0.37
EPS8,ALDH7A1,0.51
EPS8,AMPD2,0.35
EPS8,ARMC1,0.37
EPS8,BAIAP2,0.89
EPS8,BCKDK,0.44
EPS8,BLOC1S6,0.37
EPS8,BORCS6,0.56
EPS8,BYSL,0.56
EPS8,C19ORF25,0.56
EPS8,C6ORF141,0.37
EPS8,CBL,0.49
EPS8,CCDC85B,0.37
EPS8,CSNK2B,0.37
EPS8,CTNNA3,0.37
EPS8,EGFR,0.71
EPS8,EPS8,0.37
EPS8,FBXW5,0.4
EPS8,GOLGA8DP,0.56
EPS8,GRB2,0.56
EPS8,HNRNPC,0.56
EPS8,HOOK2,0.37
EPS8,INPP5J,0.56
EPS8,MAP1LC3B,0.37
EPS8,NACC2,0.37
EPS8,NFKB2,0.44
EPS8,NR5A1,0.44
EPS8,PCM1,0.37
EPS8,PROSER2,0.37
EPS8,RCAN3,0.37
EPS8,RFXAP,0.37
EPS8,RSPH14,0.37
EPS8,RUNX1T1,0.56
EPS8,SCRN3,0.44
EPS8,SF3B3,0.37
EPS8,SMARCE1,0.56
EPS8,TDP2,0.37
EPS8,USP6NL,0.22
EPS8,ZZZ3,0.44
EPS8L1,ABI1,0.53
EPS8L1,ABI2,0.901432449417
EPS8L1,ARHGAP27,0.35
EPS8L1,BAIAP2,0.53
EPS8L1,BAIAP2L1,0.35
EPS8L1,BRK1,0.53
EPS8L1,BUD13,0.35
EPS8L1,C1QBP,0.35
EPS8L1,CD3E,0.75
EPS8L1,CHCHD2,0.35
EPS8L1,CYFIP1,0.53
EPS8L1,CYFIP2,0.53
EPS8L1,CYSRT1,0.916371173623
EPS8L1,DHPS,0.53
EPS8L1,DLG5,0.35
EPS8L1,DPP8,0.4
EPS8L1,FMR1,0.35
EPS8L1,IDE,0.35
EPS8L1,KBTBD7,0.35
EPS8L1,MARK1,0.35
EPS8L1,MARK2,0.35
EPS8L1,NCKAP1,0.53
EPS8L1,NHSL3,0.35
EPS8L1,NUDT12,0.35
EPS8L1,PEX1,0.56
EPS8L1,PHC2,0.35
EPS8L1,RRP7A,0.35
EPS8L1,TERF2IP,0.51
EPS8L1,WASF2,0.53
EPS8L1,WFS1,0.56
EPS8L2,CD3E,0.4
EPS8L2,CTSD,0.56
EPS8L2,DMWD,0.56
EPS8L2,GRN,0.56
EPS8L2,KIF1B,0.56
EPS8L2,LRRK2,0.44
EPS8L2,NEFL,0.56
EPS8L2,PTK2,0.37
EPS8L2,RPL23,0.37
EPS8L2,SPRED1,0.56
EPS8L2,WFS1,0.56
EPS8L3,FASLG,0.44
EPS8L3,SRPK2,0.44
EPSTI1,AURKA,0.37
EPSTI1,BAG4,0.37
EPSTI1,BCAR3,0.37
EPSTI1,CASP8,0.37
EPSTI1,CDH1,0.37
EPSTI1,CST2,0.35
EPSTI1,CST4,0.35
EPSTI1,DDX21,0.4
EPSTI1,FGFR4,0.37
EPSTI1,KAT5,0.56
EPSTI1,MTX3,0.35
EPSTI1,MVK,0.35
EPSTI1,PPM1D,0.37
EPSTI1,PRKCA,0.56
EPSTI1,SERPINA5,0.35
EPSTI1,SETDB1,0.56
EPSTI1,SNTG2,0.35
EPSTI1,TRNT1,0.35
EPSTI1,VCP,0.56
EPSTI1,YWHAG,0.56
EPX,PIK3R1,0.4
EPX,PLCG1,0.4
EPX,TTC19,0.4
EPYC,CRK,0.49
EPYC,PLCG2,0.49
ERAL1,A2M,0.56
ERAL1,ATPAF1,0.53
ERAL1,COL1A1,0.53
ERAL1,COL1A2,0.53
ERAL1,COL3A1,0.53
ERAL1,DAP3,0.53
ERAL1,FAM120A,0.53
ERAL1,LRP1,0.35
ERAL1,MRPS10,0.35
ERAL1,MRPS16,0.35
ERAL1,MRPS22,0.35
ERAL1,MRPS35,0.35
ERAL1,MTERF3,0.35
ERAL1,POLRMT,0.35
ERAL1,PRMT8,0.35
ERAL1,PRORP,0.35
ERAL1,PTCD3,0.35
ERAL1,SMN2,0.56
ERAL1,SSX2IP,0.864109007901
ERAL1,SUPV3L1,0.48
ERAL1,TP63,0.37
ERAL1,ZER1,0.4
ERAP1,AGRP,0.35
ERAP1,APOL2,0.35
ERAP1,MUL1,0.35
ERAP1,SLC16A10,0.35
ERAP1,TMEM87A,0.35
ERAP1,TNFRSF1A,0.37
ERAP1,UBTF,0.35
ERAP1,ZMYM3,0.4
ERAP2,RPL27,0.4
ERBB2,AARSD1,0.37
ERBB2,AATK,0.37
ERBB2,ABL2,0.44
ERBB2,ACBD3,0.27
ERBB2,ACP1,0.37
ERBB2,ACSL3,0.53
ERBB2,ACTB,0.54
ERBB2,AFG3L2,0.42
ERBB2,AHSA1,0.27
ERBB2,AIP,0.37
ERBB2,AKAP12,0.37
ERBB2,ALDH3A2,0.27
ERBB2,ALDOA,0.37
ERBB2,ALDOC,0.37
ERBB2,ANKS1A,0.44
ERBB2,ANXA2,0.35
ERBB2,AP1M2,0.35
ERBB2,AP3B2,0.37
ERBB2,APBB1,0.44
ERBB2,APBB3,0.44
ERBB2,APLP1,0.37
ERBB2,APP,0.35
ERBB2,ARF1,0.37
ERBB2,ARF4,0.27
ERBB2,ARF5,0.37
ERBB2,ARHGEF2,0.27
ERBB2,ARHGEF5,0.27
ERBB2,ASPSCR1,0.35
ERBB2,ASRGL1,0.37
ERBB2,ATAD3A,0.53
ERBB2,ATAD3B,0.35
ERBB2,ATP1A1,0.64
ERBB2,ATP1B3,0.35
ERBB2,ATP2A2,0.35
ERBB2,ATP2A3,0.35
ERBB2,ATP5F1C,0.53
ERBB2,ATP6V0C,0.37
ERBB2,BAIAP3,0.37
ERBB2,BCAR3,0.44
ERBB2,BCR,0.35
ERBB2,BLK,0.44
ERBB2,BMX,0.44
ERBB2,BNIP1,0.37
ERBB2,BRAF,0.27
ERBB2,CACYBP,0.57
ERBB2,CANX,0.57
ERBB2,CBR1,0.37
ERBB2,CCDC88A,0.35
ERBB2,CCDC88C,0.35
ERBB2,CCT3,0.37
ERBB2,CDC37,0.69
ERBB2,CDK5RAP3,0.27
ERBB2,CDKAL1,0.35
ERBB2,CEND1,0.37
ERBB2,CEPT1,0.35
ERBB2,CFAP298,0.37
ERBB2,CFL1,0.37
ERBB2,CHN1,0.44
ERBB2,CISH,0.44
ERBB2,CKB,0.37
ERBB2,CLASP2,0.37
ERBB2,CLCC1,0.27
ERBB2,CLGN,0.53
ERBB2,CLNK,0.44
ERBB2,CLTC,0.35
ERBB2,CNP,0.27
ERBB2,COL9A2,0.37
ERBB2,COL9A3,0.37
ERBB2,CRIP2,0.37
ERBB2,CRKL,0.44
ERBB2,CRYBG1,0.35
ERBB2,CSDE1,0.37
ERBB2,CUL5,0.4
ERBB2,CYP17A1,0.37
ERBB2,DERA,0.35
ERBB2,DHCR7,0.35
ERBB2,DNAJA1,0.53
ERBB2,DNAJA2,0.57
